yymm,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,Target
0328 03:30,-0.027,-7.75,1.11,2.642,0.804,-14.082,-3.449,5.46,-2.06,-10.573,-3.802,0.522,1.056,1.488,0.298,-1.043,1.669,-0.187,-0.755,0.289,-27.695,0.979,1.038,-1.378,-0.146,1.171,36.562
0328 03:40,-0.027,-7.75,1.11,2.702,0.804,-11.882,-3.449,5.627,-2.06,-10.789,-3.802,0.522,1.123,1.455,0.298,-1.043,1.669,-0.187,-0.755,0.239,-37.695,0.786,1.074,-1.451,-0.146,1.171,9.095
0328 03:50,-0.027,-7.75,1.17,2.702,0.804,-9.276,-3.449,5.794,-2.06,-11.006,-3.802,0.522,1.123,1.422,0.298,-1.043,1.669,-0.187,-0.755,0.189,-37.695,0.552,1.148,-1.451,-0.146,1.171,22.174
0328 04:00,-0.027,-7.75,1.17,2.775,0.804,-5.216,-3.449,5.96,-2.06,-11.223,-3.802,0.522,1.123,1.388,0.298,-1.043,1.669,-0.187,-0.755,0.139,-47.695,0.286,1.148,-1.451,-0.146,1.104,45.508
0328 04:10,-0.094,-6.084,1.28,2.842,0.804,-0.464,-3.449,5.96,-2.06,-11.339,-3.802,0.432,1.123,1.255,0.298,-1.043,5.836,-0.187,-0.822,0.323,-37.695,-0.116,1.208,-1.451,-0.109,1.071,28.111
0328 04:20,-0.064,-4.417,1.206,2.842,0.804,2.051,-3.449,5.96,-2.06,-11.456,-3.802,0.432,1.123,1.122,0.298,-1.043,10.002,-0.187,-0.822,0.506,-37.695,-0.351,1.178,-1.518,0.031,1.071,25.44
0328 04:30,-0.004,-2.75,1.206,3.012,0.804,2.918,-3.449,5.96,-2,-11.573,-3.802,0.432,1.09,0.988,0.298,-1.043,14.169,-0.187,-0.83,0.689,-47.695,-0.478,1.238,-1.551,0.094,1.071,35.576
0328 04:40,-0.027,-1.084,1.28,3.012,0.804,2.624,-3.516,5.96,-1.97,-11.689,-3.802,0.432,1.09,0.855,0.298,-1.043,18.336,-0.187,-0.855,0.873,-27.695,-0.611,1.293,-1.551,0.227,1.071,20.9
0328 04:50,-0.027,0.583,1.37,3.045,0.804,2.491,-3.549,5.96,-2.03,-11.806,-3.802,0.432,1.09,0.722,0.298,-1.043,22.502,-0.26,-0.855,1.056,-37.695,-0.611,1.348,-1.551,0.294,1.071,0.193
0328 05:00,-0.027,2.25,1.37,3.172,0.804,0.088,-3.549,5.96,-2.06,-11.923,-3.802,0.432,1.09,0.588,0.298,-1.125,26.669,-0.297,-0.855,1.239,-37.695,-0.411,1.348,-1.551,0.494,1.071,6.57
0328 05:10,-0.027,1.916,1.48,3.202,0.804,-0.646,-3.499,6.127,-1.97,-12.189,-3.802,0.432,1.056,0.522,0.298,-1.153,22.502,-0.297,-0.855,1.123,-37.695,-0.351,1.381,-1.641,0.594,0.971,10.074
0328 05:20,-0.027,1.583,1.48,3.202,0.804,-2.346,-3.449,6.294,-1.97,-12.456,-3.802,0.462,1.056,0.455,0.298,-1.153,18.336,-0.297,-0.855,1.006,-37.695,-0.184,1.448,-1.641,0.927,1.038,7.6
0328 05:30,-0.027,1.25,1.406,3.202,0.804,-4.486,-3.449,6.46,-1.97,-12.723,-3.802,0.522,1.09,0.388,0.298,-1.079,14.169,-0.297,-0.929,0.889,-47.695,0.022,1.448,-1.641,0.964,0.971,34.571
0328 05:40,-0.027,0.916,1.452,3.202,0.804,-5.249,-3.449,6.627,-1.97,-12.989,-3.802,0.522,1.023,0.322,0.298,-1.043,10.002,-0.297,-0.929,0.773,-37.695,0.122,1.448,-1.666,0.964,0.971,31.163
0328 05:50,-0.027,0.583,1.37,3.202,0.804,-6.976,-3.449,6.794,-1.97,-13.256,-3.802,0.522,1.023,0.255,0.298,-1.043,5.836,-0.397,-0.965,0.656,-47.695,0.189,1.538,-1.741,0.964,0.971,39.828
0328 06:00,-0.027,0.25,1.37,3.202,0.804,-8.142,-3.449,6.96,-1.97,-13.523,-3.802,0.522,1.09,0.188,0.298,-0.953,1.669,-0.397,-0.892,0.539,-37.695,0.279,1.538,-1.741,0.964,0.971,8.324
0328 06:10,-0.06,-0.917,1.37,3.112,0.804,-8.609,-3.516,7.294,-1.97,-13.723,-3.802,0.522,1.023,0.305,0.231,-0.953,1.669,-0.397,-0.965,0.439,-47.695,0.352,1.538,-1.741,0.997,0.971,22.801
0328 06:20,-0.127,-2.084,1.37,3.112,0.804,-8.282,-3.516,7.627,-1.97,-13.923,-3.802,0.522,1.023,0.422,0.198,-0.953,1.669,-0.397,-0.965,0.339,-57.695,0.389,1.611,-1.741,1.131,0.971,19.391
0328 06:30,-0.127,-3.25,1.37,3.045,0.804,-8.142,-3.449,7.96,-1.97,-14.123,-3.802,0.522,1.023,0.538,0.198,-0.953,1.669,-0.397,-0.965,0.239,-47.695,0.449,1.648,-1.741,1.094,0.898,30.268
0328 06:40,-0.127,-4.417,1.37,2.938,0.804,-9.312,-3.449,8.294,-1.97,-14.323,-3.802,0.522,1.023,0.655,0.198,-0.953,1.669,-0.397,-0.965,0.139,-57.695,0.479,1.648,-1.741,1.064,0.861,19.471
0328 06:50,-0.127,-5.584,1.37,2.938,0.804,-9.519,-3.389,8.627,-1.97,-14.523,-3.802,0.522,1.023,0.772,0.265,-0.953,1.669,-0.427,-0.965,0.039,-37.695,0.552,1.648,-1.808,1.064,0.861,4.217
0328 07:00,-0.127,-6.75,1.47,3.045,0.804,-10.476,-3.449,8.96,-1.97,-14.723,-3.802,0.492,1.023,0.888,0.198,-0.953,1.669,-0.487,-0.965,-0.061,-27.695,0.622,1.708,-1.808,1.154,0.861,22.606
0328 07:10,-0.127,-6.75,1.876,3.112,0.804,-10.884,-3.449,8.96,-1.97,-14.856,-3.802,0.432,1.023,0.938,0.198,-1.013,1.669,-0.487,-0.965,-0.027,-47.695,0.712,1.648,-1.808,1.154,0.861,35.362
0328 07:20,-0.127,-6.75,2.08,3.138,0.804,-10.916,-3.449,8.96,-1.896,-14.989,-3.802,0.399,1.023,0.988,0.198,-1.183,1.669,-0.487,-0.965,0.006,-37.695,0.852,1.648,-1.841,1.124,0.861,44.614
0328 07:30,0.018,-6.75,2.273,3.078,0.804,-12.649,-3.449,8.96,-1.826,-15.123,-3.802,0.332,1.023,1.038,0.198,-1.383,1.669,-0.487,-0.965,0.039,-27.695,0.919,1.611,-1.841,0.997,0.861,4.043
0328 07:40,0.333,-6.75,2.31,3.078,0.804,-12.576,-3.449,8.96,-1.7,-15.256,-3.802,0.332,1.023,1.088,0.198,-1.453,1.669,-0.487,-0.965,0.073,-37.695,1.052,1.538,-1.841,0.927,0.861,3.083
0328 07:50,0.606,-6.75,2.443,3.012,0.804,-11.376,-3.449,8.96,-1.5,-15.389,-3.802,0.332,1.023,1.138,0.198,-1.513,1.669,-0.487,-0.892,0.106,-27.695,1.052,1.508,-1.841,0.854,0.861,8.885
0328 08:00,0.833,-6.75,2.706,3.045,0.804,-9.976,-3.449,8.96,-1.5,-15.523,-3.802,0.232,1.023,1.188,0.198,-1.543,1.669,-0.487,-0.965,0.139,-27.695,0.979,1.448,-1.841,0.964,0.861,20.694
0328 08:10,1.033,-6.084,2.84,3.172,0.804,-6.616,-3.449,8.96,-1.415,-15.606,-3.802,0.232,1.023,1.188,0.198,-1.543,-0.331,-0.487,-0.892,0.273,22.305,0.889,1.448,-1.841,0.964,0.861,6.788
0328 08:20,1.173,-5.417,3.013,3.238,0.804,-3.876,-3.404,8.96,-1.033,-15.689,-3.802,0.232,1.023,1.188,0.198,-1.653,-2.331,-0.457,-0.855,0.406,-37.695,0.889,1.311,-1.741,0.964,0.761,6.011
0328 08:30,1.1,-4.75,3.14,3.312,0.804,-2.386,-3.359,8.96,-0.7,-15.773,-3.802,0.232,1.023,1.188,0.198,-1.653,-4.331,-0.397,-0.855,0.539,-27.695,0.889,1.238,-1.741,0.964,0.761,21.306
0328 08:40,1.063,-4.084,3.38,3.342,0.804,-1.979,-3.359,8.96,-0.36,-15.856,6.198,0.232,1.023,1.188,0.198,-1.653,-6.331,-0.397,-0.855,0.673,-37.695,1.022,1.238,-1.741,1.064,0.761,32.599
0328 08:50,1.003,-3.417,3.675,3.542,0.744,-2.309,-3.359,8.96,-0.36,-15.939,-3.802,0.232,1.023,1.188,0.198,-1.616,-8.331,-0.397,-0.855,0.806,-37.695,1.489,1.044,-1.666,1.064,0.761,23.048
0328 09:00,0.973,-2.75,3.78,3.842,0.744,-3.716,-3.359,8.96,-0.296,-16.023,-3.802,0.232,1.023,1.188,0.198,-1.543,-10.331,-0.397,-0.855,0.939,-7.695,1.749,0.978,-1.641,1.094,0.761,24.431
0328 09:10,1.033,-1.75,3.94,3.902,0.804,-4.476,-3.359,8.794,-0.096,-16.089,-3.802,0.122,1.023,1.238,0.198,-1.653,-8.331,-0.33,-0.855,1.189,-37.695,1.889,0.978,-1.551,1.154,0.761,37.354
0328 09:20,1.063,-0.75,4.213,3.807,0.714,-3.009,-3.359,8.627,0.03,-16.156,-3.802,0.122,1.023,1.288,0.198,-1.579,-6.331,-0.297,-0.855,1.439,-37.695,1.816,0.848,-1.551,1.181,0.761,11.691
0328 09:30,1.063,0.25,4.406,3.657,0.714,1.148,-3.359,8.46,0.17,-16.223,6.198,0.122,1.023,1.338,0.198,-1.513,-4.331,-0.297,-0.855,1.689,-37.695,1.619,0.774,-1.551,1.264,0.761,19.195
0328 09:40,1.173,1.25,4.546,3.702,0.714,7.421,-3.286,8.294,0.404,-16.289,6.198,0.122,1.023,1.388,0.198,-1.453,-2.331,-0.223,-0.855,1.939,42.305,1.286,0.708,-1.551,1.309,0.671,34.968
0328 09:50,1.233,2.25,4.58,3.702,0.714,12.121,-3.389,8.127,0.33,-16.356,26.198,0.122,1.023,1.438,0.198,-1.343,-0.331,-0.297,-0.855,2.189,12.305,0.949,0.648,-1.551,1.391,0.731,10.962
0328 10:00,1.6,3.25,4.58,3.702,0.714,14.431,-3.449,7.96,0.47,-16.423,16.198,0.122,0.963,1.488,0.198,-1.276,1.669,-0.297,-0.592,2.439,2.305,0.984,0.538,-1.551,1.464,0.731,9.383
0328 10:10,1.733,4.75,4.58,3.738,0.714,15.381,-3.423,7.794,0.604,-16.306,16.198,0.122,0.933,1.438,0.265,-1.153,5.502,-0.297,-0.325,2.623,-7.695,1.156,0.538,-1.451,1.197,0.761,25.963
0328 10:20,1.873,6.25,4.58,3.945,0.714,14.881,-3.483,7.627,0.6,-16.189,16.198,0.056,0.933,1.388,0.265,-1.153,9.336,-0.26,0.005,2.806,12.305,1.279,0.414,-1.378,0.924,0.701,21.774
0328 10:30,1.873,7.75,4.346,3.908,0.714,13.688,-3.586,7.46,0.74,-16.073,6.198,0.122,1.023,1.338,0.198,-1.116,13.169,-0.187,0.211,2.989,-7.695,1.352,0.274,-1.078,0.591,0.761,35.932
0328 10:40,1.663,9.25,3.88,3.368,0.714,9.658,-3.719,7.294,0.74,-15.956,-3.802,0.056,0.963,1.288,0.198,-1.043,17.002,-0.187,0.245,3.173,132.305,1.579,-0.062,-0.811,0.391,0.761,48.305
0328 10:50,1.196,10.75,3.24,2.805,0.714,7.191,-3.859,7.127,0.74,-15.839,-3.802,0.122,0.933,1.238,0.231,-1.043,20.836,-0.187,0.245,3.356,112.305,2.052,-0.322,-0.518,0.197,0.861,21.364
0328 11:00,0.936,12.25,2.773,2.412,0.804,2.684,-3.919,6.96,0.604,-15.723,-3.802,0.122,0.933,1.188,0.298,-1.043,24.669,-0.153,0.245,3.539,72.305,2.549,0.271,-0.311,-0.003,0.861,48.021
0328 11:10,0.636,9.083,2.37,2.042,0.804,-0.042,-4.116,6.46,0.47,-15.556,-3.802,0.122,0.933,1.472,0.298,-1.043,20.836,-0.087,0.145,3.256,282.305,2.822,1.238,-0.111,-0.176,0.971,19.262
0328 11:20,0.436,5.916,2.236,1.708,0.804,-4.446,-4.249,5.96,0.53,-15.389,-3.802,0.122,0.933,1.755,0.298,-1.043,17.002,0.013,0.145,2.973,112.305,3.416,1.878,0.089,-0.369,0.971,49.42
0328 11:30,0.333,2.75,1.813,1.372,0.904,-10.769,-4.389,5.46,0.413,-15.223,-3.802,0.177,0.963,2.038,0.298,-0.998,13.169,0.036,0.178,2.689,52.305,3.789,2.148,0.389,-0.573,0.971,7.14
0328 11:40,0.473,-0.417,1.213,1.038,0.904,-14.637,-4.474,4.96,0.24,-15.056,-3.802,0.232,0.963,2.322,0.298,-0.916,9.336,0.17,0.245,2.406,2.305,4.164,2.074,0.589,-0.706,1.038,33.977
0328 11:50,0.503,-3.584,0.773,0.712,0.904,-21.716,-4.623,4.46,0.104,-14.889,-3.802,0.232,1.023,2.605,0.371,-0.843,5.502,0.347,0.278,2.123,172.305,4.389,1.948,0.822,-1.006,1.071,27.062
0328 12:00,0.363,-6.75,0.25,0.305,0.904,-22.516,-4.786,3.96,0.564,-14.723,-3.802,0.266,1.023,2.888,0.298,-0.809,1.669,0.413,0.345,1.839,32.305,4.316,1.881,1.051,-1.339,1.071,8.394
0328 12:10,0.263,-8.584,-0.12,-0.092,0.904,-21.182,-4.919,4.46,0.8,-14.656,-3.802,0.332,0.993,2.972,0.298,-0.743,1.669,0.543,0.345,1.539,2.305,4.589,1.708,1.225,-1.713,1.104,22.88
0328 12:20,0.263,-10.417,-0.454,-0.425,0.904,-24.419,-5.086,4.96,0.54,-14.589,-3.802,0.332,0.933,3.055,0.408,-0.776,1.669,0.603,0.345,1.239,32.305,4.619,1.574,1.359,-1.906,1.171,17.918
0328 12:30,0.263,-12.25,-0.594,-0.665,0.904,-24.612,-5.159,5.46,-0.16,-14.523,-3.802,0.332,0.993,3.138,0.408,-0.776,1.669,0.703,0.345,0.939,2.305,4.346,1.414,1.419,-2.213,1.171,25.954
0328 12:40,0.263,-14.084,-0.757,-0.858,0.904,-19.412,-5.286,5.96,-0.433,-14.456,-3.802,0.332,0.933,3.222,0.408,-0.743,1.669,0.777,0.345,0.639,2.305,3.589,1.348,1.482,-2.273,1.171,5.429
0328 12:50,0.3,-15.917,-0.957,-0.725,0.904,-16.212,-5.419,6.46,-0.596,-14.389,-3.802,0.332,1.023,3.305,0.408,-0.743,1.669,0.913,0.345,0.339,2.305,3.589,1.311,1.622,-2.109,1.171,14.701
0328 13:00,0.373,-17.75,-1.087,-0.821,0.904,-17.546,-5.449,6.96,-0.796,-14.323,-3.802,0.332,1.023,3.388,0.408,-0.743,1.669,0.913,0.345,0.039,-27.695,3.522,1.104,1.692,-2.036,1.171,3.465
0328 13:10,0.503,-17.084,-1.294,-0.888,0.941,-16.069,-5.516,6.96,-0.896,-14.156,-3.802,0.332,1.023,3.272,0.408,-0.809,1.669,1.013,0.345,0.073,-17.695,3.214,1.038,1.759,-1.784,1.261,0.312
0328 13:20,0.636,-16.417,-1.557,-0.955,1.014,-15.819,-5.549,6.96,-1.03,-13.989,-3.802,0.332,1.023,3.155,0.441,-0.879,1.669,1.013,0.405,0.106,-17.695,3.089,1.038,1.759,-1.736,1.266,35.822
0328 13:30,0.8,-15.75,-1.69,-1.098,0.904,-16.819,-5.604,6.96,-1.293,-13.823,-3.802,0.332,1.123,3.038,0.508,-0.953,1.669,1.103,0.435,0.139,342.305,3.089,0.978,1.825,-1.736,1.339,23.745
0328 13:40,0.873,-15.084,-1.954,-1.422,0.978,-17.835,-5.689,6.96,-1.36,-13.656,-3.802,0.332,1.333,2.922,0.508,-0.853,1.669,1.103,0.435,0.173,332.305,3.555,1.038,1.889,-2.077,1.361,15.315
0328 13:50,0.873,-14.417,-2.094,-1.438,0.941,-18.851,-5.749,6.96,-1.296,-13.489,-3.802,0.459,1.408,2.805,0.508,0.014,1.669,1.203,0.485,0.206,222.305,4.021,0.714,1.949,-3.136,1.361,3.204
0328 14:00,0.94,-13.75,-2.33,-1.621,1.014,-24.171,-5.823,6.96,-1.23,-13.323,-3.802,0.799,1.525,2.688,0.508,1.624,1.669,1.277,0.571,0.239,202.305,4.679,0.914,2.049,-4.037,1.261,7.571
0328 14:10,0.8,-14.417,-2.39,-1.968,1.014,-28.409,-5.749,6.96,-1.233,-13.273,-3.802,1.059,1.623,2.888,0.508,2.157,1.669,1.413,0.645,0.273,172.305,4.912,1.038,2.122,-4.443,1.261,4.256
0328 14:20,0.606,-15.084,-2.66,-2.158,1.014,-26.264,-5.659,6.96,-1.293,-13.223,6.198,1.396,1.623,3.088,0.508,2.687,1.669,1.48,0.645,0.306,192.305,5.019,0.97,2.192,-5.2,1.189,11.661
0328 14:30,0.406,-15.75,-2.854,-2.328,1.014,-24.509,-5.786,6.96,-1.2,-13.173,-3.802,1.589,1.696,3.288,0.508,2.414,1.669,1.543,0.571,0.339,182.305,5.249,1.008,2.259,-5.779,1.171,43.933
0328 14:40,0.263,-16.417,-3.46,-2.388,1.014,-26.881,-5.859,6.96,-1.2,-13.123,-3.802,1.799,1.696,3.488,0.508,1.681,1.669,1.603,0.571,0.373,152.305,5.584,1.008,2.259,-5.691,1.216,8.996
0328 14:50,0.203,-17.084,-3.994,-2.525,1.014,-28.646,-5.889,6.96,-2.01,-13.073,-3.802,1.932,1.833,3.688,0.541,0.675,1.669,1.603,0.645,0.406,92.305,5.689,0.948,2.259,-5.771,1.278,38.677
0328 15:00,0.136,-17.75,-4.19,-2.732,1.014,-29.252,-6.089,6.96,-2.2,-13.023,-3.802,1.992,1.9,3.888,0.541,-0.016,1.669,1.703,0.645,0.439,2.305,5.619,0.948,2.259,-6.169,1.361,47.119
0328 15:10,0.063,-17.917,-3.99,-2.922,1.014,-27.867,-6.159,6.46,-2.326,-13.006,-3.802,2.022,1.9,3.938,0.558,-0.783,1.669,1.703,0.645,0.456,-7.695,5.39,0.948,2.259,-6.539,1.361,3.529
0328 15:20,0.063,-18.084,-3.72,-2.988,1.014,-29.415,-6.049,5.96,-2.36,-12.989,6.198,2.022,1.9,3.988,0.608,-1.176,1.669,1.74,0.645,0.473,-17.695,5.642,0.914,2.404,-6.929,1.353,49.895
0328 15:30,0.063,-18.25,-3.66,-3.098,1.014,-30.198,-6.049,5.46,-2.433,-12.973,-3.802,1.932,1.963,4.038,0.608,-1.243,1.669,1.813,0.645,0.489,-17.695,5.708,0.848,2.515,-7.432,1.261,6.047
0328 15:40,-0.027,-18.417,-3.72,-3.158,1.014,-29.899,-5.949,4.96,-2.26,-12.956,-3.802,1.932,2.023,4.088,0.608,-1.183,1.669,1.913,0.711,0.506,302.305,5.522,0.738,2.449,-7.736,1.225,11.94
0328 15:50,-0.027,-18.584,-3.594,-3.298,1.014,-32.945,-5.889,4.46,-2.066,-12.939,6.198,1.799,2.023,4.138,0.608,-1.153,1.669,1.913,0.645,0.523,562.305,4.958,0.738,2.449,-7.563,1.171,12.983
0328 16:00,-0.027,-18.75,-3.06,-3.443,1.048,-28.809,-5.756,3.96,5.07,-12.923,-3.802,1.732,1.978,4.188,0.608,-1.079,1.669,1.947,0.645,0.539,212.305,3.881,0.648,2.389,-6.938,1.246,37.635
0328 16:10,0.033,-15.917,-1.027,-3.643,1.114,-28.216,-5.289,4.127,10.07,-12.806,-3.802,1.659,1.933,3.638,0.608,0.491,1.669,2.013,0.645,0.589,12.305,3.729,0.574,2.449,-6.599,1.261,12.152
0328 16:20,0.363,-13.084,-0.227,-3.688,1.114,-26.005,-4.559,4.294,6.997,-12.689,-3.802,1.732,1.9,3.088,0.608,1.224,1.669,2.013,0.745,0.639,12.305,3.522,0.348,2.389,-6.469,1.3,19.527
0328 16:30,0.636,-10.25,-0.124,-3.688,1.114,-25.769,-4.226,4.46,4.537,-12.573,-3.802,1.732,1.833,2.538,0.608,1.091,1.669,2.013,0.745,0.689,2.305,3.544,0.348,2.325,-6.497,1.35,1.466
0328 16:40,0.673,-7.417,-0.53,-3.598,1.081,-25.306,-3.949,4.627,3.004,-12.456,-3.802,1.732,1.833,1.988,0.698,0.884,1.669,2.013,0.678,0.739,2.305,3.812,0.208,2.259,-6.561,1.361,20.369
0328 16:50,0.673,-4.584,-0.894,-3.598,1.014,-25.889,-3.949,4.794,2.064,-12.339,-3.802,1.732,1.833,1.438,0.698,0.621,1.669,2.013,0.745,0.789,2.305,3.852,0.148,2.259,-6.765,1.361,16.445
0328 17:00,0.763,-1.75,-1.227,-3.628,1.014,-28.359,-4.189,4.96,1.1,-12.223,-3.802,1.732,1.833,0.888,0.698,0.414,1.669,2.013,0.745,0.839,2.305,3.781,0.008,2.192,-6.936,1.361,15.424
0328 17:10,0.763,-3.75,-1.454,-3.755,1.081,-29.792,-4.304,4.627,0.307,-12.206,-3.802,1.622,1.9,1.255,0.698,0.224,-0.164,2.013,0.745,0.789,12.305,3.272,-0.119,2.159,-7.436,1.294,37.362
0328 17:20,0.763,-5.75,-1.727,-3.788,1.014,-29.142,-4.486,4.294,-0.33,-12.189,-3.802,1.622,1.833,1.622,0.698,0.024,-1.998,2.013,0.745,0.739,42.305,3.049,-0.152,2.085,-7.571,1.311,7.159
0328 17:30,0.673,-7.75,-1.92,-3.888,1.064,-27.775,-4.849,3.96,-0.603,-12.173,-3.802,1.589,1.833,1.988,0.698,-0.216,-3.831,2.013,0.745,0.689,522.305,2.746,-0.152,2.015,-7.779,1.339,27.1
0328 17:40,0.6,-9.75,-2.06,-3.998,1.014,-26.855,-5.189,3.627,-0.896,-12.156,-3.802,1.522,1.733,2.355,0.698,-0.416,-5.664,1.913,0.745,0.639,482.305,2.729,-0.226,1.889,-7.846,1.35,25.688
0328 17:50,0.563,-11.75,-1.63,-3.998,1.014,-26.801,-5.323,3.294,1.897,-12.139,-3.802,1.522,1.733,2.722,0.698,-0.543,-7.498,1.98,0.678,0.589,252.305,2.574,-0.152,1.859,-7.885,1.361,18.225
0328 18:00,0.563,-13.75,-1.157,-3.888,1.014,-25.582,-5.183,2.96,4.885,-12.123,6.198,1.522,1.623,3.088,0.698,-0.409,-9.331,1.963,0.745,0.539,2.305,2.36,-0.226,1.792,-7.831,1.351,34.838
0328 18:10,0.563,-13.25,-1.09,-3.822,1.014,-23.691,-4.983,2.627,2.834,-12.056,-3.802,1.432,1.623,2.888,0.698,-0.343,-7.498,1.913,0.645,0.473,32.305,2.171,-0.389,1.659,-7.675,1.279,18.494
0328 18:20,0.563,-12.75,-0.757,-3.788,1.014,-23.455,-4.859,2.294,2.107,-11.989,-3.802,1.462,1.623,2.688,0.698,-0.309,-5.664,1.913,0.645,0.406,142.305,1.924,-0.722,1.659,-7.404,1.261,18.945
0328 18:30,0.44,-12.25,-0.697,-3.788,1.014,-24.252,-4.949,1.96,2.004,-11.923,-3.802,1.522,1.556,2.488,0.698,-0.183,-3.831,1.913,0.535,0.339,152.305,1.816,-1.359,1.725,-7.176,1.261,32.957
0328 18:40,0.3,-11.75,-0.798,-3.255,1.014,-23.043,-5.016,1.627,1.064,-11.856,6.198,1.522,1.523,2.288,0.698,-0.153,-1.998,1.913,0.535,0.273,232.305,1.555,-1.826,1.659,-7.248,1.261,31.078
0328 18:50,0.233,-11.25,-1.06,-2.988,1.014,-22.487,-5.189,1.294,0.23,-11.789,-3.802,1.522,1.523,2.088,0.698,-0.153,-0.164,1.947,0.435,0.206,162.305,1.39,-2.152,1.659,-7.462,1.305,35.249
0328 19:00,0.1,-10.75,-1.394,-3.128,1.014,-21.809,-5.383,0.96,-0.303,-11.723,6.198,1.492,1.493,1.888,0.698,-0.276,1.669,1.947,0.435,0.139,22.305,1.225,-2.486,1.549,-7.626,1.261,11.358
0328 19:10,-0.06,-10.25,-1.654,-3.188,1.014,-19.364,-5.549,0.96,-0.83,-11.689,-3.802,1.432,1.433,1.755,0.698,-0.416,1.669,1.913,0.405,0.089,402.305,0.934,-2.829,1.482,-7.646,1.261,20.658
0328 19:20,-0.127,-9.75,-1.727,-3.328,1.014,-17.135,-5.349,0.96,-1.103,-11.656,-3.802,1.399,1.4,1.622,0.698,-0.519,1.669,1.913,0.345,0.039,12.305,0.801,-3.089,1.419,-7.682,1.261,6.306
0328 19:30,-0.127,-9.25,-1.12,-3.388,0.941,-15.464,-4.649,0.96,-1.26,-11.623,-3.802,1.332,1.333,1.488,0.698,-0.713,1.669,1.813,0.345,-0.011,22.305,0.734,-3.322,1.359,-7.58,1.261,31.86
0328 19:40,-0.127,-8.75,-0.83,-3.328,1.014,-13.569,-4.449,0.96,-1.2,-11.589,-3.802,1.332,1.333,1.355,0.698,-0.713,1.669,1.813,0.345,-0.061,22.305,0.689,-3.322,1.259,-7.369,1.261,6.434
0328 19:50,-0.127,-8.25,-0.83,-3.262,0.978,-12.178,-4.549,0.96,-1.096,-11.556,-3.802,1.266,1.3,1.222,0.698,-0.713,1.669,1.88,0.311,-0.111,12.305,0.656,-3.492,1.192,-6.919,1.261,19.135
0328 20:00,-0.127,-7.75,-0.69,-3.188,0.904,-12.216,-4.483,0.96,-1.17,-11.523,-3.802,1.232,1.233,1.088,0.698,-0.713,1.669,1.813,0.245,-0.161,12.305,0.589,-3.619,1.159,-6.503,1.294,36.676
0328 20:10,-0.237,-6.584,-0.69,-3.158,0.904,-12.115,-4.219,0.627,-1.293,-11.456,-3.802,1.159,1.233,1.022,0.698,-0.713,1.669,1.813,0.245,0.023,322.305,0.438,-3.689,1.085,-6.232,1.361,40.28
0328 20:20,-0.287,-5.417,-0.63,-3.098,0.904,-11.423,-4.019,0.294,-1.433,-11.389,-3.802,1.122,1.233,0.955,0.698,-0.743,1.669,1.813,0.22,0.206,232.305,0.229,-3.762,0.949,-6.078,1.388,13.356
0328 20:30,-0.437,-4.25,-0.557,-3.098,0.904,-10.346,-3.859,-0.04,-1.53,-11.323,-3.802,1.122,1.233,0.888,0.698,-0.683,1.669,1.703,0.145,0.389,2.305,0.022,-3.852,0.949,-5.796,1.455,25.901
0328 20:40,-0.467,-3.084,-0.52,-3.098,0.904,-8.805,-3.786,-0.373,-1.47,-11.256,-3.802,1.022,1.233,0.822,0.698,-0.743,1.669,1.777,0.145,0.573,2.305,-0.138,-3.88,0.859,-5.731,1.471,47.324
0328 20:50,-0.527,-1.917,-0.454,-3.098,0.904,-7.587,-3.786,-0.706,-1.56,-11.189,-3.802,1.022,1.123,0.755,0.698,-0.743,1.669,1.703,0.145,0.756,-7.695,-0.293,-3.962,0.792,-5.619,1.471,5.768
0328 21:00,-0.527,-0.75,-0.264,-3.025,0.904,-7.432,-3.919,-1.04,-1.56,-11.123,6.198,1.022,1.123,0.688,0.638,-0.743,1.669,1.703,0.145,0.939,-17.695,-0.312,-4.052,0.759,-5.496,1.484,31.713
0328 21:10,-0.527,-0.584,-0.13,-2.762,0.904,-7.116,-3.923,-0.54,-1.233,-11.073,-3.802,1.022,1.123,0.572,0.668,-0.683,1.669,1.703,0.145,0.839,-27.695,-0.25,-3.586,0.692,-5.212,1.514,49.275
0328 21:20,-0.527,-0.417,-0.257,-2.628,0.904,-5.919,-4.123,-0.04,-1.465,-11.023,-3.802,0.992,1.123,0.455,0.608,-0.716,1.669,1.678,0.071,0.739,-17.695,-0.271,-2.522,0.622,-4.686,1.571,5.364
0328 21:30,-0.467,-0.25,-0.33,-2.488,0.904,-2.81,-4.249,0.46,-1.633,-10.973,-3.802,0.932,1.123,0.338,0.608,-0.818,1.669,1.67,0.071,0.639,-7.695,-0.422,-2.122,0.549,-4.186,1.571,30.037
0328 21:40,-0.437,-0.084,-0.22,-2.422,1.014,0.462,-4.332,0.96,-1.76,-10.923,-3.802,0.932,1.123,0.222,0.608,-0.743,1.669,1.603,0.035,0.539,-7.695,-0.613,-1.962,0.515,-3.707,1.652,23.098
